PID,ArrivalTime,BurstTime,FCFS_Start,FCFS_Completion,FCFS_Waiting,FCFS_Turnaround,FCFS_Response,SJF_Start,SJF_Completion,SJF_Waiting,SJF_Turnaround,SJF_Response
2,0,5,0,5,0,5,0,12,14,2,4,2
7,0,1,5,6,5,6,5,20,25,20,25,20
8,1,4,6,10,5,9,5,8,12,5,9,5
4,2,2,10,12,8,10,8,6,8,4,6,4
3,3,4,12,16,9,13,9,14,16,4,6,4
9,3,1,16,17,13,14,13,25,32,16,23,16
10,8,4,17,21,9,13,9,0,1,0,1,0
6,9,7,21,28,12,19,12,1,5,0,4,0
1,10,2,28,30,18,20,18,5,6,2,3,2
5,10,2,30,32,20,22,20,16,20,8,12,8
